#{"t_start": 1583841439.0914595, "env_id": "multi-channel-DCA-v0"}
r,l,t,block_prob,timestamp
4126,15892,20714.326302,0.6487268518518519,2013-11-01 00:50:00
3600,15892,20788.669199,0.6357060185185185,2013-11-01 00:50:00
3896,15892,20863.124513,0.6328125,2013-11-01 00:50:00
2972,15892,20936.387989,0.6200810185185185,2013-11-01 00:50:00
5082,15892,21007.808609,0.6429398148148148,2013-11-01 00:50:00
4186,15892,21082.438162,0.6371527777777778,2013-11-01 00:50:00
4930,15892,21149.777339,0.6051793981481481,2013-11-01 00:50:00
5412,15892,21222.22351,0.6112557870370371,2013-11-01 00:50:00
6832,15892,21292.788409,0.5710358796296297,2013-11-01 00:50:00
5918,15892,21363.657204,0.5813078703703703,2013-11-01 00:50:00
6402,15892,21436.421985,0.6064814814814815,2013-11-01 00:50:00
6094,15892,21509.11385,0.5949074074074074,2013-11-01 00:50:00
4418,15892,21578.217612,0.6177662037037037,2013-11-01 00:50:00
5304,15892,21651.418323,0.6464120370370371,2013-11-01 00:50:00
5350,15892,21724.015609,0.6001157407407407,2013-11-01 00:50:00
4162,15892,21800.342022,0.6359953703703703,2013-11-01 00:50:00
4370,15892,21872.46432,0.6372974537037037,2013-11-01 00:50:00
5262,15892,21945.343175,0.6370081018518519,2013-11-01 00:50:00
5532,15892,22014.942925,0.6209490740740741,2013-11-01 00:50:00
7260,15892,22086.384782,0.5727719907407407,2013-11-01 00:50:00
7764,15892,22156.47601,0.5397858796296297,2013-11-01 00:50:00
6700,15892,22230.300516,0.5836226851851852,2013-11-01 00:50:00
6308,15892,22304.334375,0.5598958333333334,2013-11-01 00:50:00
8326,15892,22374.553514,0.5235821759259259,2013-11-01 00:50:00
9446,15892,22447.785618,0.5127314814814815,2013-11-01 00:50:00
4062,15892,22520.388211,0.6388888888888888,2013-11-01 00:50:00
6608,15892,22592.221681,0.6208043981481481,2013-11-01 00:50:00
8834,15892,22661.729332,0.5151909722222222,2013-11-01 00:50:00
8848,15892,22733.895364,0.5584490740740741,2013-11-01 00:50:00
6806,15892,22805.120543,0.5558449074074074,2013-11-01 00:50:00
8706,15892,22876.292815,0.5833333333333334,2013-11-01 00:50:00
5910,15892,22946.750331,0.5740740740740741,2013-11-01 00:50:00
7212,15892,23021.186988,0.5711805555555556,2013-11-01 00:50:00
9266,15892,23092.266574,0.5342881944444444,2013-11-01 00:50:00
8464,15892,23164.87869,0.5828993055555556,2013-11-01 00:50:00
5130,15892,23234.625853,0.5600405092592593,2013-11-01 00:50:00
6152,15892,23309.468318,0.6037326388888888,2013-11-01 00:50:00
7096,15892,23378.806171,0.6128472222222222,2013-11-01 00:50:00
5630,15892,23452.623578,0.5516493055555556,2013-11-01 00:50:00
6066,15892,23524.120493,0.6108217592592593,2013-11-01 00:50:00
6108,15892,23595.726698,0.5810185185185185,2013-11-01 00:50:00
6110,15892,23667.24104,0.6089409722222222,2013-11-01 00:50:00
8308,15892,23739.922972,0.5513599537037037,2013-11-01 00:50:00
8442,15892,23810.956834,0.5402199074074074,2013-11-01 00:50:00
7070,15892,23888.092298,0.6607349537037037,2013-11-01 00:50:00
8802,15892,23958.457145,0.6229745370370371,2013-11-01 00:50:00
4364,15892,24031.998868,0.6309317129629629,2013-11-01 00:50:00
8930,15892,24106.849868,0.5750868055555556,2013-11-01 00:50:00
8844,15892,24176.049155,0.5383391203703703,2013-11-01 00:50:00
7286,15892,24248.328255,0.5798611111111112,2013-11-01 00:50:00
7470,15892,24316.870933,0.5467303240740741,2013-11-01 00:50:00
7324,15892,24390.27834,0.5379050925925926,2013-11-01 00:50:00
10052,15892,24460.056818,0.5785590277777778,2013-11-01 00:50:00
7786,15892,24533.639774,0.5449942129629629,2013-11-01 00:50:00
8238,15892,24604.748686,0.5710358796296297,2013-11-01 00:50:00
8636,15892,24679.170545,0.5655381944444444,2013-11-01 00:50:00
8422,15892,24753.142974,0.5923032407407407,2013-11-01 00:50:00
8050,15892,24827.208991,0.5208333333333334,2013-11-01 00:50:00
8906,15892,24898.805022,0.5839120370370371,2013-11-01 00:50:00
8258,15892,24973.473865,0.5626446759259259,2013-11-01 00:50:00
7474,15892,25046.044211,0.5607638888888888,2013-11-01 00:50:00
8124,15892,25119.191274,0.5056423611111112,2013-11-01 00:50:00
8940,15892,25189.55746,0.5503472222222222,2013-11-01 00:50:00
9766,15892,25261.901788,0.5173611111111112,2013-11-01 00:50:00
8524,15892,25330.412776,0.5713252314814815,2013-11-01 00:50:00
9924,15892,25403.662794,0.5040509259259259,2013-11-01 00:50:00
9880,15892,25474.805503,0.5723379629629629,2013-11-01 00:50:00
9654,15892,25547.229523,0.6605902777777778,2013-11-01 00:50:00
7244,15892,25616.25685,0.6008391203703703,2013-11-01 00:50:00
8966,15892,25689.707891,0.5231481481481481,2013-11-01 00:50:00
7842,15892,25758.973341,0.5998263888888888,2013-11-01 00:50:00
9058,15892,25832.282952,0.5144675925925926,2013-11-01 00:50:00
9152,15892,25900.547019,0.5400752314814815,2013-11-01 00:50:00
9406,15892,25974.335849,0.5295138888888888,2013-11-01 00:50:00
9922,15892,26046.226188,0.5462962962962963,2013-11-01 00:50:00
8704,15892,26117.764886,0.5407986111111112,2013-11-01 00:50:00
9704,15892,26190.492765,0.5114293981481481,2013-11-01 00:50:00
9874,15892,26260.02739,0.4817708333333333,2013-11-01 00:50:00
6792,15892,26332.104239,0.5872395833333334,2013-11-01 00:50:00
9958,15892,26402.642183,0.5173611111111112,2013-11-01 00:50:00
8442,15892,26477.489765,0.5217013888888888,2013-11-01 00:50:00
10220,15892,26549.287019,0.4945023148148148,2013-11-01 00:50:00
9380,15892,26621.691667,0.5525173611111112,2013-11-01 00:50:00
8374,15892,26692.446915,0.5703125,2013-11-01 00:50:00
9270,15892,26763.951612,0.5662615740740741,2013-11-01 00:50:00
9298,15892,26833.654389,0.5574363425925926,2013-11-01 00:50:00
8790,15892,26906.254272,0.5940393518518519,2013-11-01 00:50:00
8740,15892,26975.502161,0.5551215277777778,2013-11-01 00:50:00
8380,15892,27049.616041,0.5247395833333334,2013-11-01 00:50:00
11338,15892,27120.062337,0.4937789351851852,2013-11-01 00:50:00
8428,15892,27192.568109,0.5432581018518519,2013-11-01 00:50:00
7040,15892,27264.785342,0.6144386574074074,2013-11-01 00:50:00
9520,15892,27339.603726,0.53125,2013-11-01 00:50:00
11288,15892,27408.882407,0.4976851851851852,2013-11-01 00:50:00
10168,15892,27483.490872,0.5072337962962963,2013-11-01 00:50:00
8164,15892,27553.611004,0.4949363425925926,2013-11-01 00:50:00
10684,15892,27626.594131,0.4973958333333333,2013-11-01 00:50:00
10590,15892,27696.199711,0.4732349537037037,2013-11-01 00:50:00
11040,15892,27770.420987,0.49898726851851855,2013-11-01 00:50:00
10794,15892,27843.884711,0.5610532407407407,2013-11-01 00:50:00
8784,15892,27913.959021,0.5779803240740741,2013-11-01 00:50:00
11000,15892,27987.455393,0.5698784722222222,2013-11-01 00:50:00
11424,15892,28058.107058,0.5157696759259259,2013-11-01 00:50:00
7898,15892,28130.370796,0.5549768518518519,2013-11-01 00:50:00
10204,15892,28198.842525,0.5098379629629629,2013-11-01 00:50:00
8514,15892,28271.944258,0.5334201388888888,2013-11-01 00:50:00
10032,15892,28343.143149,0.5101273148148148,2013-11-01 00:50:00
10502,15892,28419.054688,0.49363425925925924,2013-11-01 00:50:00
11426,15892,28490.266776,0.5267650462962963,2013-11-01 00:50:00
9754,15892,28563.616217,0.5299479166666666,2013-11-01 00:50:00
8154,15892,28634.829885,0.5766782407407407,2013-11-01 00:50:00
10376,15892,28710.164695,0.5691550925925926,2013-11-01 00:50:00
10248,15892,28784.064168,0.5173611111111112,2013-11-01 00:50:00
8122,15892,28856.913631,0.5539641203703703,2013-11-01 00:50:00
9444,15892,28925.404382,0.5708912037037037,2013-11-01 00:50:00
8514,15892,29001.971823,0.5287905092592593,2013-11-01 00:50:00
